Age,Sex,Job,Housing,Savings account,Checking account,Credit amount,Duration,Purpose,description,target
32,male,2,own,little,unknown,701,12,education,"""""""

        This 32-year-old male customer, classified as skilled, is a homeowner with limited savings. He has requested a €701 loan for educational purposes, to be repaid over a 12-month period, although no information is available regarding his checking account.",good risk
27,female,1,own,little,little,3643,15,furniture/equipment,"""""""

        This 27-year-old female customer is an unskilled worker and resident, who owns her home. She has limited savings and current accounts, and is seeking a €3,643 loan for 15 months to purchase furniture and equipment.",bad risk
28,male,3,own,little,moderate,4249,30,car,"""""""

        This 28-year-old male customer is a highly skilled worker who owns his residence. He has a moderate current account and a small savings account, and is seeking a €4,249 loan to purchase a car, which he intends to repay over 30 months.",good risk
32,male,2,own,little,little,1938,24,radio/TV,"""""""

        This 32-year-old male customer, employed in a skilled profession, owns his residence. He has limited savings and checking accounts, and is seeking a €1,938 credit over 24 months to finance a radio/TV purchase.",good risk
34,male,3,free,little,little,2910,24,car,"""""""

description = ""This 34-year-old male customer, employed in a highly skilled profession, owns his residence outright. He has limited savings and current accounts, and is seeking a €2,910 loan to finance a car purchase, which he intends to repay over a 24-month period.""",good risk
28,male,2,own,rich,little,2659,18,furniture/equipment,"""""""

        This 28-year-old male customer is a skilled worker who owns his residence. He has a rich savings account and a modest current account, and is seeking a €2,659 loan to purchase furniture and equipment, which he intends to repay over 18 months.",good risk
36,female,2,own,little,unknown,1028,18,car,"""""""

        This 36-year-old female customer is a skilled worker who owns her residence. She has a limited savings account and has requested a €1,028 loan to finance a car purchase, with a repayment period of 18 months; however, there is no information available regarding her checking account.",good risk
39,male,1,own,little,little,3398,8,car,"""""""

customer_description = ""The customer is a 39-year-old male who is an unskilled worker and a resident. He owns his home and has limited savings and checking accounts. He is seeking a €3,398 loan to purchase a car, which he intends to repay over an 8-month period.""",bad risk
49,male,2,rent,unknown,unknown,5801,12,furniture/equipment,"""""""

        The customer is a 49-year-old male with a skilled occupation, who currently rents his residence. He has requested a loan of €5,801 to be repaid over a 12-month period, with the purpose of purchasing furniture and equipment, although no information is available regarding his savings or checking account history.",bad risk
34,female,2,own,rich,unknown,1525,24,car,"""""""

description = ""This 34-year-old female customer, classified as skilled, is a homeowner and has a rich savings account. She has requested a €1,525 loan to purchase a car, with a repayment period of 24 months, although no information is available about her checking account.""",good risk
31,male,2,own,little,rich,4473,36,radio/TV,"""""""

        The 31-year-old male customer is a skilled worker who owns his residence. He has a modest savings account but a substantial current account, and is seeking a €4,473 loan to be repaid over 36 months, with the purpose of purchasing a radio or TV.",good risk
28,male,2,own,little,moderate,1068,6,radio/TV,"""""""

customer_description = ""This 28-year-old male customer, classified as skilled, is a homeowner. He has a moderate current account and a small savings account, and is seeking a €1,068 loan for a radio/TV purchase, to be repaid over a 6-month period.""",good risk
75,male,3,free,little,little,6615,24,car,"""""""

        This 75-year-old male customer is a highly skilled worker who owns his residence outright. He has limited savings and checking accounts, and is seeking a €6,615 loan to purchase a car, which he intends to repay over 24 months.",bad risk
30,female,2,own,moderate,unknown,1864,18,education,"""""""

customer_description = ""This 30-year-old female customer, classified as skilled in her profession, owns her residence and maintains a moderate savings account. She has requested a €1,864 loan for educational purposes, to be repaid over an 18-month period, although no information is available regarding her checking account.""",good risk
